gene_id,cluster,species,resistant_phenotype,product
fig|210.10681.peg.1510,2,Helicobacter pylori,Unknown,Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)
fig|210.10681.peg.1517,2,Helicobacter pylori,Unknown,Uncharacterized homolog of the cytoplasmic domain of flagellar protein FhlB
fig|210.10681.peg.1527,1,Helicobacter pylori,Unknown,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)"
fig|210.10681.peg.1532,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgB
fig|210.10681.peg.1533,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgC
fig|210.10681.peg.1534,1,Helicobacter pylori,Unknown,Flagellar hook-basal body complex protein FliE
fig|210.10681.peg.161,0,Helicobacter pylori,Unknown,Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)
fig|210.10681.peg.162,0,Helicobacter pylori,Unknown,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)"
fig|210.10681.peg.163,0,Helicobacter pylori,Unknown,GDP-L-fucose synthetase (EC 1.1.1.271)
fig|210.10681.peg.237,2,Helicobacter pylori,Unknown,Paralysed flagella protein PflA
fig|210.10681.peg.326,3,Helicobacter pylori,Unknown,"Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps"
fig|210.10681.peg.329,3,Helicobacter pylori,Unknown,Uncharacterized MFS-type transporter
fig|210.10681.peg.337,3,Helicobacter pylori,Unknown,Homolog of fucose/glucose/galactose permeases
fig|210.10681.peg.393,1,Helicobacter pylori,Unknown,FlgM protein
fig|210.10681.peg.396,2,Helicobacter pylori,Unknown,Flagellar hook-associated protein FlgK
fig|210.10681.peg.420,2,Helicobacter pylori,Unknown,UDP-glucose 4-epimerase (EC 5.1.3.2)
fig|210.10681.peg.421,0,Helicobacter pylori,Unknown,UDP-glucose 4-epimerase (EC 5.1.3.2)
fig|210.10681.peg.426,0,Helicobacter pylori,Unknown,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase (EC 2.6.1.92)"
fig|210.10681.peg.452,0,Helicobacter pylori,Unknown,Positive regulator of CheA protein activity (CheW)
fig|210.10681.peg.453,0,Helicobacter pylori,Unknown,Signal transduction histidine kinase CheA
fig|210.10681.peg.454,0,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10681.peg.473,2,Helicobacter pylori,Unknown,putative neuraminyllactose-binding hemagglutinin HpaA
fig|210.10681.peg.516,0,Helicobacter pylori,Unknown,FIG137478: Hypothetical protein
fig|210.10681.peg.535,0,Helicobacter pylori,Unknown,Alanine racemase (EC 5.1.1.1)
fig|210.10681.peg.567,2,Helicobacter pylori,Unknown,Flagellar hook protein FlgE
fig|210.10681.peg.568,1,Helicobacter pylori,Unknown,Flagellar basal-body rod modification protein FlgD
fig|210.10681.peg.58,2,Helicobacter pylori,Unknown,Flagellar basal-body P-ring formation protein FlgA
fig|210.10681.peg.60,0,Helicobacter pylori,Unknown,Phosphopantetheine adenylyltransferase (EC 2.7.7.3)
fig|210.10681.peg.621,2,Helicobacter pylori,Unknown,Putative periplasmic protein
fig|210.10681.peg.623,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag1)
fig|210.10681.peg.625,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag3)
fig|210.10681.peg.626,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10681.peg.627,2,Helicobacter pylori,Unknown,"Coupling protein VirD4, ATPase required for T-DNA transfer"
fig|210.10681.peg.628,2,Helicobacter pylori,Unknown,"ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB11"
fig|210.10681.peg.629,2,Helicobacter pylori,Unknown,cag pathogenicity island protein Z
fig|210.10681.peg.631,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag8)
fig|210.10681.peg.632,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag9)
fig|210.10681.peg.633,2,Helicobacter pylori,Unknown,"cag pathogenicity island protein (cag10) / Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8"
fig|210.10681.peg.634,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag11)
fig|210.10681.peg.635,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag12)
fig|210.10681.peg.636,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag13)
fig|210.10681.peg.640,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag14)
fig|210.10681.peg.642,2,Helicobacter pylori,Unknown,cag pathogenicity island protein CagP
fig|210.10681.peg.644,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag16)
fig|210.10681.peg.645,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag17)
fig|210.10681.peg.646,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag18)
fig|210.10681.peg.647,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag19)
fig|210.10681.peg.648,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10681.peg.649,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10681.peg.650,2,Helicobacter pylori,Unknown,cag pathogenicity island protein
fig|210.10681.peg.651,2,Helicobacter pylori,Unknown,CAG pathogenicity island protein 23 (Protein picB)
fig|210.10681.peg.652,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10681.peg.653,2,Helicobacter pylori,Unknown,cag pathogenicity island protein C
fig|210.10681.peg.692,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliN
fig|210.10681.peg.706,1,Helicobacter pylori,Unknown,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
fig|210.10681.peg.708,2,Helicobacter pylori,Unknown,methyl-accepting chemotaxis protein (MCP)
fig|210.10681.peg.712,1,Helicobacter pylori,Unknown,Flagellin
fig|210.10681.peg.725,2,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10681.peg.74,2,Helicobacter pylori,Unknown,Putative lipoprotein HP_1462
fig|210.10681.peg.748,2,Helicobacter pylori,Unknown,hypothetical protein
fig|210.10681.peg.757,0,Helicobacter pylori,Unknown,Signal-transduction regulatory protein FlgR
fig|210.10681.peg.759,2,Helicobacter pylori,Unknown,DNA gyrase subunit A (EC 5.99.1.3)
fig|210.10681.peg.779,2,Helicobacter pylori,Unknown,UDP-2-acetamido-2-deoxy-D-glucuronic acid dehydrogenase (NAD+) (EC 1.1.1.335)
fig|210.10681.peg.819,2,Helicobacter pylori,Unknown,hypothetical protein
fig|210.10681.peg.821,2,Helicobacter pylori,Unknown,RNA polymerase sigma-54 factor RpoN
fig|210.10681.peg.862,1,Helicobacter pylori,Unknown,Flagellar protein FlaG
fig|210.10681.peg.863,1,Helicobacter pylori,Unknown,Flagellar cap protein FliD
fig|210.10681.peg.864,0,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FliS
fig|210.10681.peg.875,0,Helicobacter pylori,Unknown,Signal recognition particle receptor FtsY
fig|210.10681.peg.886,0,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhB
fig|210.10681.peg.927,1,Helicobacter pylori,Unknown,Flagellar basal body-associated protein FliL
fig|210.10681.peg.933,3,Helicobacter pylori,Unknown,Flagellar motor rotation protein MotA
fig|210.10681.peg.934,1,Helicobacter pylori,Unknown,Flagellar motor rotation protein MotB
fig|210.10681.peg.961,0,Helicobacter pylori,Unknown,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (EC 4.2.1.115)"
fig|210.10681.peg.986,0,Helicobacter pylori,Unknown,Lipid-A-disaccharide synthase (EC 2.4.1.182)
fig|210.10681.peg.989,2,Helicobacter pylori,Unknown,Paralog of flagellar hook protein FlgE
fig|210.10682.peg.1012,2,Helicobacter pylori,Unknown,UDP-2-acetamido-2-deoxy-D-glucuronic acid dehydrogenase (NAD+) (EC 1.1.1.335)
fig|210.10682.peg.1053,0,Helicobacter pylori,Unknown,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
fig|210.10682.peg.1059,2,Helicobacter pylori,Unknown,Putative outer membrane protein
fig|210.10682.peg.1083,0,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10682.peg.1084,2,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10682.peg.1099,1,Helicobacter pylori,Unknown,Flagellin
fig|210.10682.peg.1102,2,Helicobacter pylori,Unknown,methyl-accepting chemotaxis protein (MCP)
fig|210.10682.peg.1122,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliN
fig|210.10682.peg.1165,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10682.peg.1166,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10682.peg.1167,2,Helicobacter pylori,Unknown,CAG pathogenicity island protein 23 (Protein picB)
fig|210.10682.peg.1168,2,Helicobacter pylori,Unknown,cag pathogenicity island protein
fig|210.10682.peg.1169,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10682.peg.1170,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10682.peg.1171,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag19)
fig|210.10682.peg.1172,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag18)
fig|210.10682.peg.1173,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag17)
fig|210.10682.peg.1174,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag16)
fig|210.10682.peg.1176,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag14)
fig|210.10682.peg.1178,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag13)
fig|210.10682.peg.1179,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag12)
fig|210.10682.peg.1180,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag11)
fig|210.10682.peg.1181,2,Helicobacter pylori,Unknown,"cag pathogenicity island protein (cag10) / Inner membrane protein forms channel for type IV secretion of T-DNA complex, VirB8"
fig|210.10682.peg.1182,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag9)
fig|210.10682.peg.1183,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag8)
fig|210.10682.peg.1184,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag8)
fig|210.10682.peg.1185,1,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag7)
fig|210.10682.peg.1187,2,Helicobacter pylori,Unknown,cag pathogenicity island protein Z
fig|210.10682.peg.1188,2,Helicobacter pylori,Unknown,"ATPase required for both assembly of type IV secretion complex and secretion of T-DNA complex, VirB11"
fig|210.10682.peg.1189,2,Helicobacter pylori,Unknown,"Coupling protein VirD4, ATPase required for T-DNA transfer"
fig|210.10682.peg.1190,2,Helicobacter pylori,Unknown,"Coupling protein VirD4, ATPase required for T-DNA transfer"
fig|210.10682.peg.1192,2,Helicobacter pylori,Unknown,cag island protein
fig|210.10682.peg.1193,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag3)
fig|210.10682.peg.1195,2,Helicobacter pylori,Unknown,cag pathogenicity island protein (cag1)
fig|210.10682.peg.1197,2,Helicobacter pylori,Unknown,Putative periplasmic protein
fig|210.10682.peg.1229,2,Helicobacter pylori,Unknown,hypothetical protein
fig|210.10682.peg.1276,2,Helicobacter pylori,Unknown,"Alpha-(1,3/1,4)-L-fucosyltransferase"
fig|210.10682.peg.1277,2,Helicobacter pylori,Unknown,"Alpha-(1,3/1,4)-L-fucosyltransferase"
fig|210.10682.peg.129,0,Helicobacter pylori,Unknown,Flagellum-specific ATP synthase FliI
fig|210.10682.peg.1291,0,Helicobacter pylori,Unknown,"UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase (EC 2.6.1.92)"
fig|210.10682.peg.1296,0,Helicobacter pylori,Unknown,UDP-glucose 4-epimerase (EC 5.1.3.2)
fig|210.10682.peg.130,3,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FliQ
fig|210.10682.peg.1302,2,Helicobacter pylori,Unknown,Flagellar assembly protein FliH
fig|210.10682.peg.1303,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliG
fig|210.10682.peg.1304,1,Helicobacter pylori,Unknown,Flagellar M-ring protein FliF
fig|210.10682.peg.1329,2,Helicobacter pylori,Unknown,"UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase (EC 3.6.1.57)"
fig|210.10682.peg.1330,2,Helicobacter pylori,Unknown,CMP-N-acetylneuraminic acid synthetase( EC:2.7.7.43 )
fig|210.10682.peg.1331,0,Helicobacter pylori,Unknown,Pseudaminic acid cytidylyltransferase (EC 2.7.7.81)
fig|210.10682.peg.1332,1,Helicobacter pylori,Unknown,Flagellar L-ring protein FlgH
fig|210.10682.peg.134,2,Helicobacter pylori,Unknown,Lipopolysaccharide biosynthesis protein
fig|210.10682.peg.135,2,Helicobacter pylori,Unknown,Lipopolysaccharide biosynthesis protein
fig|210.10682.peg.1366,2,Helicobacter pylori,Unknown,Flagellar hook-associated protein FlgL
fig|210.10682.peg.1367,2,Helicobacter pylori,Unknown,Flagellar hook-associated protein FlgL
fig|210.10682.peg.1388,0,Helicobacter pylori,Unknown,Lipopolysaccharide core heptosyltransferase I
fig|210.10682.peg.1412,2,Helicobacter pylori,Unknown,hypothetical protein
fig|210.10682.peg.1423,2,Helicobacter pylori,Unknown,Flagellar P-ring protein FlgI
fig|210.10682.peg.1426,0,Helicobacter pylori,Unknown,Flagellar sensory histidine kinase FlgS
fig|210.10682.peg.1427,0,Helicobacter pylori,Unknown,DNA protection during starvation protein
fig|210.10682.peg.1508,0,Helicobacter pylori,Unknown,Pseudaminic acid synthase (EC 2.5.1.97)
fig|210.10682.peg.1515,3,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FliR
fig|210.10682.peg.1531,2,Helicobacter pylori,Unknown,putative lipopolysaccharide biosynthesis protein
fig|210.10682.peg.1579,1,Helicobacter pylori,Unknown,Flagellin
fig|210.10682.peg.1593,2,Helicobacter pylori,Unknown,Methyl-accepting chemotaxis protein
fig|210.10682.peg.1597,2,Helicobacter pylori,Unknown,methyl-accepting chemotaxis protein (tlpA)
fig|210.10682.peg.1602,2,Helicobacter pylori,Unknown,"putative ALPHA(1,2)FUCOSYLTRANSFERASE"
fig|210.10682.peg.1603,2,Helicobacter pylori,Unknown,"putative ALPHA(1,2)FUCOSYLTRANSFERASE"
fig|210.10682.peg.1619,2,Helicobacter pylori,Unknown,Methyl-accepting chemotaxis signal transduction protein
fig|210.10682.peg.1631,2,Helicobacter pylori,Unknown,Urease gamma subunit (EC 3.5.1.5) / Urease beta subunit (EC 3.5.1.5)
fig|210.10682.peg.1632,2,Helicobacter pylori,Unknown,Urease alpha subunit (EC 3.5.1.5)
fig|210.10682.peg.1633,2,Helicobacter pylori,Unknown,Urea channel UreI
fig|210.10682.peg.1634,2,Helicobacter pylori,Unknown,Urease accessory protein UreE
fig|210.10682.peg.1635,2,Helicobacter pylori,Unknown,Urease accessory protein UreF
fig|210.10682.peg.1636,2,Helicobacter pylori,Unknown,Urease accessory protein UreG
fig|210.10682.peg.1637,0,Helicobacter pylori,Unknown,Urease accessory protein UreD
fig|210.10682.peg.1672,0,Helicobacter pylori,Unknown,GDP-L-fucose synthetase (EC 1.1.1.271)
fig|210.10682.peg.1673,2,Helicobacter pylori,Unknown,GDP-L-fucose synthetase (EC 1.1.1.271)
fig|210.10682.peg.1674,0,Helicobacter pylori,Unknown,"GDP-mannose 4,6-dehydratase (EC 4.2.1.47)"
fig|210.10682.peg.1675,0,Helicobacter pylori,Unknown,Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)
fig|210.10682.peg.1701,2,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10682.peg.1711,2,Helicobacter pylori,Unknown,Putative outer membrane protein
fig|210.10682.peg.1724,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgG
fig|210.10682.peg.1725,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgG
fig|210.10682.peg.1727,2,Helicobacter pylori,Unknown,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)
fig|210.10682.peg.1728,2,Helicobacter pylori,Unknown,Pyridoxine 5'-phosphate synthase (EC 2.6.99.2)
fig|210.10682.peg.1734,2,Helicobacter pylori,Unknown,Uncharacterized homolog of the cytoplasmic domain of flagellar protein FhlB
fig|210.10682.peg.1745,1,Helicobacter pylori,Unknown,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)"
fig|210.10682.peg.1751,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgB
fig|210.10682.peg.1752,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgC
fig|210.10682.peg.1753,1,Helicobacter pylori,Unknown,Flagellar hook-basal body complex protein FliE
fig|210.10682.peg.193,0,Helicobacter pylori,Unknown,FIG137478: Hypothetical protein
fig|210.10682.peg.197,0,Helicobacter pylori,Unknown,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34)
fig|210.10682.peg.250,2,Helicobacter pylori,Unknown,Flagellar hook protein FlgE
fig|210.10682.peg.251,2,Helicobacter pylori,Unknown,Flagellar hook protein FlgE
fig|210.10682.peg.252,2,Helicobacter pylori,Unknown,Flagellar basal-body rod modification protein FlgD
fig|210.10682.peg.253,2,Helicobacter pylori,Unknown,Flagellar basal-body rod modification protein FlgD
fig|210.10682.peg.267,2,Helicobacter pylori,Unknown,outer membrane protein - adhesin
fig|210.10682.peg.268,2,Helicobacter pylori,Unknown,outer membrane protein - adhesin
fig|210.10682.peg.337,3,Helicobacter pylori,Unknown,"Multi antimicrobial extrusion protein (Na(+)/drug antiporter), MATE family of MDR efflux pumps"
fig|210.10682.peg.340,2,Helicobacter pylori,Unknown,Uncharacterized MFS-type transporter
fig|210.10682.peg.341,3,Helicobacter pylori,Unknown,Putative efflux protein
fig|210.10682.peg.350,3,Helicobacter pylori,Unknown,Homolog of fucose/glucose/galactose permeases
fig|210.10682.peg.407,1,Helicobacter pylori,Unknown,FlgM protein
fig|210.10682.peg.410,1,Helicobacter pylori,Unknown,Flagellar hook-associated protein FlgK
fig|210.10682.peg.411,2,Helicobacter pylori,Unknown,Flagellar hook-associated protein FlgK
fig|210.10682.peg.412,1,Helicobacter pylori,Unknown,Flagellar hook-associated protein FlgK
fig|210.10682.peg.444,1,Helicobacter pylori,Unknown,Flagellar basal-body rod protein FlgF
fig|210.10682.peg.467,0,Helicobacter pylori,Unknown,Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY
fig|210.10682.peg.495,2,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhA
fig|210.10682.peg.501,0,Helicobacter pylori,Unknown,Flagellar biosynthesis protein FlhF
fig|210.10682.peg.502,0,Helicobacter pylori,Unknown,Flagellar synthesis regulator FleN
fig|210.10682.peg.504,0,Helicobacter pylori,Unknown,RNA polymerase sigma factor for flagellar operon
fig|210.10682.peg.505,2,Helicobacter pylori,Unknown,Flagellar motor switch protein FliM
fig|210.10682.peg.506,2,Helicobacter pylori,Unknown,Flagellar motor switch protein FliM
fig|210.10682.peg.507,2,Helicobacter pylori,Unknown,Flagellar motor switch protein FliN
fig|210.10682.peg.508,0,Helicobacter pylori,Unknown,Flagellar motor switch protein FliN
fig|210.10682.peg.545,0,Helicobacter pylori,Unknown,Positive regulator of CheA protein activity (CheW)
fig|210.10682.peg.546,0,Helicobacter pylori,Unknown,Signal transduction histidine kinase CheA
fig|210.10682.peg.548,0,Helicobacter pylori,Unknown,Chemotaxis protein CheV (EC 2.7.3.-)
fig|210.10682.peg.566,2,Helicobacter pylori,Unknown,putative neuraminyllactose-binding hemagglutinin HpaA
fig|210.10682.peg.57,2,Helicobacter pylori,Unknown,Flagellar basal-body P-ring formation protein FlgA
fig|210.10682.peg.59,0,Helicobacter pylori,Unknown,Phosphopantetheine adenylyltransferase (EC 2.7.7.3)
fig|210.10682.peg.72,2,Helicobacter pylori,Unknown,Putative lipoprotein HP_1462
fig|210.10682.peg.743,2,Helicobacter pylori,Unknown,Paralysed flagella protein PflA
fig|210.10682.peg.777,2,Helicobacter pylori,Unknown,outer membrane protein - adhesin
fig|210.10682.peg.802,2,Helicobacter pylori,Unknown,Paralog of flagellar hook protein FlgE
fig|210.10682.peg.806,0,Helicobacter pylori,Unknown,Lipid-A-disaccharide synthase (EC 2.4.1.182)
fig|210.10682.peg.832,0,Helicobacter pylori,Unknown,"UDP-N-acetylglucosamine 4,6-dehydratase (inverting) (EC 4.2.1.115)"
fig|210.10682.peg.857,1,Helicobacter pylori,Unknown,Flagellar motor rotation protein MotB
fig|210.10682.peg.858,3,Helicobacter pylori,Unknown,Flagellar motor rotation protein MotA
